scheme_id,rule_id,section,attribute,operator,normalized_value,evidence_text
S017,S017-E006,Eligibility,application_time,==,Within prescribed timeframe,"All farmers including tenant farmers and sharecroppers growing notified crops in notified areas are covered, subject to insurable interest, valid land ownership or tenure evidence, application within the prescribed timeframe, and no duplicate compensation for the same crop loss."
S017,S017-E007,Eligibility,duplicate_compensation,==,No compensation received for same crop loss from another source,"All farmers including tenant farmers and sharecroppers growing notified crops in notified areas are covered, subject to insurable interest, valid land ownership or tenure evidence, application within the prescribed timeframe, and no duplicate compensation for the same crop loss."
S018,S018-E001,Eligibility,state,==,Telangana,
S018,S018-E002,Eligibility,farmer_status,==,Resident farmer,
S018,S018-E003,Eligibility,age,RANGE,18-60,
S019,S019-E001,Eligibility,state,==,West Bengal,"For income support, the applicant must be a West Bengal resident, own cultivable land up to 2 acres, and be actively engaged in farming. For death/disability benefit, the farmer must be aged 18 to 60; death claims are made by the legal heir and require enrollment at death."
S019,S019-E002,Eligibility,land_holding,<=,2 acres cultivable land,"For income support, the applicant must be a West Bengal resident, own cultivable land up to 2 acres, and be actively engaged in farming. For death/disability benefit, the farmer must be aged 18 to 60; death claims are made by the legal heir and require enrollment at death."
S019,S019-E003,Eligibility,farmer_status,==,Actively engaged in farming,"For income support, the applicant must be a West Bengal resident, own cultivable land up to 2 acres, and be actively engaged in farming. For death/disability benefit, the farmer must be aged 18 to 60; death claims are made by the legal heir and require enrollment at death."
S019,S019-E004,Eligibility,age_death_disability,RANGE,18-60,"For income support, the applicant must be a West Bengal resident, own cultivable land up to 2 acres, and be actively engaged in farming. For death/disability benefit, the farmer must be aged 18 to 60; death claims are made by the legal heir and require enrollment at death."
S019,S019-E005,Eligibility,legal_heir,==,Yes for death benefit,"For income support, the applicant must be a West Bengal resident, own cultivable land up to 2 acres, and be actively engaged in farming. For death/disability benefit, the farmer must be aged 18 to 60; death claims are made by the legal heir and require enrollment at death."
S019,S019-E006,Eligibility,enrolled_at_death,==,Yes for death benefit,"For income support, the applicant must be a West Bengal resident, own cultivable land up to 2 acres, and be actively engaged in farming. For death/disability benefit, the farmer must be aged 18 to 60; death claims are made by the legal heir and require enrollment at death."
S020,S020-E001,Eligibility,gender,==,female,"The applicant must be a Scheduled Tribe woman, only one person per family can receive the benefit, and priority is given to ST widows or abandoned women. The goat unit must be purchased within 90 days of pre-approval."
S020,S020-E002,Eligibility,social_category,==,Scheduled Tribe,"The applicant must be a Scheduled Tribe woman, only one person per family can receive the benefit, and priority is given to ST widows or abandoned women. The goat unit must be purchased within 90 days of pre-approval."
S020,S020-E003,Eligibility,family_beneficiaries,==,One person per family,"The applicant must be a Scheduled Tribe woman, only one person per family can receive the benefit, and priority is given to ST widows or abandoned women. The goat unit must be purchased within 90 days of pre-approval."
S020,S020-E004,Eligibility,state,==,Gujarat,"The applicant must be a Scheduled Tribe woman, only one person per family can receive the benefit, and priority is given to ST widows or abandoned women. The goat unit must be purchased within 90 days of pre-approval."
S020,S020-E005,Eligibility,goat_unit,==,10 female goats + 1 male goat,"The applicant must be a Scheduled Tribe woman, only one person per family can receive the benefit, and priority is given to ST widows or abandoned women. The goat unit must be purchased within 90 days of pre-approval."
S020,S020-E006,Eligibility,purchase_deadline,<=,90 days after pre-approval,"The applicant must be a Scheduled Tribe woman, only one person per family can receive the benefit, and priority is given to ST widows or abandoned women. The goat unit must be purchased within 90 days of pre-approval."
S021,S021-E001,Eligibility,state,==,Gujarat,
S021,S021-E002,Eligibility,target_group,IN,"Women farmers,male farmers,youth",
S022,S022-E001,Eligibility,applicant_entity,IN,"State Livestock Agencies,State Government Animal Husbandry Department",Eligible entities listed in the supplied details are State Livestock Agencies and State Government Animal Husbandry Departments.
S023,S023-E001,Eligibility,gender,==,female,"The student should be a native of Rajasthan and study in a school, college or university recognized by the state or state government. The girl student should not have failed in the last year, and the incentive is not payable if she leaves the institution during the class session."
S023,S023-E002,Eligibility,state,==,Rajasthan,"The student should be a native of Rajasthan and study in a school, college or university recognized by the state or state government. The girl student should not have failed in the last year, and the incentive is not payable if she leaves the institution during the class session."
S023,S023-E003,Eligibility,institution_recognition,==,Recognized by state/state government,"The student should be a native of Rajasthan and study in a school, college or university recognized by the state or state government. The girl student should not have failed in the last year, and the incentive is not payable if she leaves the institution during the class session."
S023,S023-E004,Eligibility,academic_progress,==,Not failed in last year,"The student should be a native of Rajasthan and study in a school, college or university recognized by the state or state government. The girl student should not have failed in the last year, and the incentive is not payable if she leaves the institution during the class session."
S023,S023-E005,Eligibility,course,IN,"Senior Secondary Agriculture,Agricultural Graduation,Post Graduate Agriculture,PhD Agriculture","The student should be a native of Rajasthan and study in a school, college or university recognized by the state or state government. The girl student should not have failed in the last year, and the incentive is not payable if she leaves the institution during the class session."
S023,S023-E006,Eligibility,mid_session_exit,==,No,"The student should be a native of Rajasthan and study in a school, college or university recognized by the state or state government. The girl student should not have failed in the last year, and the incentive is not payable if she leaves the institution during the class session."
S024,S024-E001,Eligibility,state,==,Gujarat,The applicant must be a permanent Gujarat resident and owner of an eligible female calf born through artificial insemination by pure breeding in an indigenous cow. The calf must not be more than 11 months old on the application date.
S024,S024-E002,Eligibility,calf_owner,==,Owner of eligible female calf,The applicant must be a permanent Gujarat resident and owner of an eligible female calf born through artificial insemination by pure breeding in an indigenous cow. The calf must not be more than 11 months old on the application date.
S024,S024-E003,Eligibility,calf_sex,==,Female,The applicant must be a permanent Gujarat resident and owner of an eligible female calf born through artificial insemination by pure breeding in an indigenous cow. The calf must not be more than 11 months old on the application date.
S024,S024-E004,Eligibility,birth_method,==,Artificial insemination by pure breeding,The applicant must be a permanent Gujarat resident and owner of an eligible female calf born through artificial insemination by pure breeding in an indigenous cow. The calf must not be more than 11 months old on the application date.
S024,S024-E005,Eligibility,cow_breed,IN,Indigenous cow / Gir / Kankrej,The applicant must be a permanent Gujarat resident and owner of an eligible female calf born through artificial insemination by pure breeding in an indigenous cow. The calf must not be more than 11 months old on the application date.
S024,S024-E006,Eligibility,calf_age,<=,11 months on application date,The applicant must be a permanent Gujarat resident and owner of an eligible female calf born through artificial insemination by pure breeding in an indigenous cow. The calf must not be more than 11 months old on the application date.
S025,S025-E001,Eligibility,applicant_entity,==,Market Committee,Market Committees of all areas of Gujarat State are listed as eligible applicants.
S025,S025-E002,Eligibility,state,==,Gujarat,Market Committees of all areas of Gujarat State are listed as eligible applicants.
